"dataset";"dataset.name";"public?";"coauthor.1";"coauthor.2";"agreement.sent";"agreement.received";"remarks";"dataset.identified.from";"Included.final.analysis";"reason";"system";"taxa";"group";"old_classification";"disturbance";"description";"source";"start_year";"end_year";"original_year";"Measurement";"reference";"Remark_MG";"obs";"obs2"
"158";"tp12";"S29TTP";"YES";"NA";"NA";"NA";"NA";"data already published open access in caio distance decay paper";"Caio distance decay";"YES";NA;"terrestrial";"plant";"plant";"varying";"forest";"A total of 208 full floristic 20 x 20 m plots were surveyed for vascular plants scored using the Braun-Blanquet six point cover abundance scale (Westhoff & Maarel 1978). In addition, 233 rapid survey plots (RPD) recording only dominant species of each stratum were also placed. Thirty-four of the full floristic plots were originally permanently marked during initial post purchase surveys conducted by Bush Heritage within Naree in 2013. These original plots were re-surveyed by the authors in June of 2014; all other plots were surveyed in April 2015. It is acknowledged that due to the ephemerality of much of the herbaceous flora that some variation will have been missed due to the timing of our surveys. Thirty-three plots were randomly placed using ArcGIS (10.1) across the properties with a minimum distance between of 500 m and permanently marked. All other plots were placed using a stratified random methodology based on major landscape types. All permanently marked full floristic survey plots (79 in total) were revisited in April 2016. At each location information was gathered on location and altitude with reference to geographical positioning system (GPS; Garman Map 62s; Garmin International, Olathe, KS, USA) along with physiography, soil drainage, colour and depth.";"Google earth images and ref.";2015;2018;NA;"abundance";"Hunter, J.T. (2016). Vegetation of Naree and Yantabulla stations on the Cuttaburra Creek, Far North Western Plains, New South Wales. Cunninghamia.";"can't finally decide based on the description. If Google  Earth images suggest forestry, I am ok with this classification";NA;NA
"159";"tp15";"S47TTP";"YES";"NA";"NA";"NA";"NA";"data already published open access in caio distance decay paper";"Caio distance decay";"NO";"Island no HFP";"terrestrial";"plant";"plant";"varying";"forest";"This dataset is in the antartic Marion Island. We do not have HFP or MODIS in there so the dataset has not been included";"Google aerth images";2011;2011;NA;"abundance";"Unpublished";"Is there a chance to get a measure of HFP and MODIS alternative";NA;NA
"160";"ai05";"shieh_waterinsects";"YES";"NA";"NA";"NA";"NA";"open acess dataset";"CESTES database";"YES";NA;"aquatic";"waterinsect";"invertebrate";"varying";"multiple";"The study was conducted at seven sites along the Wu Stream. Site 1 is on a tributary stream and has natural broadleaf and planted coniferous forests. Site 2 is in a recreation area with a few agricultural activities. Site 3 is located in an agricultural area with orchards and rice paddies. Site 4 is in an area with both municipal and agricultural impacts. Sites 5-7 are in the Taichung metropolitan area and are a mix of municipal, agricultural, and industrial settings. Site 1 is relatively pristine, while sites 2-4 have some human impacts, and sites 5-7 are the most impacted by humans.";"Google earth images and ref.";2006;2006;NA;"abundance";"Shieh, S. H., Wang, L. K., & Hsiao, W. F. (2012). Shifts in functional traits of aquatic insects along a subtropical stream in Taiwan. Zoological Studies, 51(7), 1051-1065.";NA;NA;NA
"161";"ta41";"stavert_bees";"NO";"jamie.stavert@gmail.com";"NA";"yes";"yes";"NA";"Google Scholar search";"YES";NA;"terrestrial";"insect";"invertebrate";"agriculture";"agriculture";"We selected 12 study sites that represented a gradient of land-use intensification in an 80 × 60 km area within the Waikato Region, New Zealand. Sites were separated by at least 3 km (range 3–20 km) to ensure that we sampled separate pollinator communities. All sites were contained within conventional farms to minimize inter-site variation in insecticide use, which can affect insect pollinator communities [34].";"Google earth images and ref.";2014;2014;NA;"abundance";"Stavert, J. R., Pattemore, D. E., Gaskett, A. C., Beggs, J. R., & Bartomeus, I. (2017). Exotic species enhance response diversity to land-use change but modify functional composition. Proceedings of the Royal Society B: Biological Sciences, 284(1860), 20170788.";NA;NA;NA
"162";"ta43";"toxywa_beetles_nonsaproxylic";"NO";"thibault.lachat@bfh.ch";"NA";"yes";"yes";NA;"Martin suggested";"YES";NA;"terrestrial";"insect";"invertebrate";"forestry";"forest";"In order to investigate the influence of management intensity on saproxylic beetles, the study sites were distributed along a management gradient: from production forests, which are regularly managed, to old natural forest reserves (without management for at least the last 50 years). For this purpose, 15 beech forest stands were selected, distributed from the Jura to the Prättigau. On each beech forest stand, 5 sample plots were equipped with insect traps (combi-traps and barber traps). This results in a total of 75 sample plots. The traps were running  from May to August in 2010 and 2011 and were regularly emptied (every 2 weeks). In parallel, numerous environmental factors were recorded on a horizontal area of 500 m2 around the traps.";"Google earth images";2010;2011;NA;"abundance";"Unpublished";NA;NA;NA
"163";"ta42";"toxywa_beetles_saproxylic";"NO";"thibault.lachat@bfh.ch";"NA";"yes";"yes";NA;"Martin suggested";"YES";NA;"terrestrial";"insect";"invertebrate";"forestry";"forest";"In order to investigate the influence of management intensity on saproxylic beetles, the study sites were distributed along a management gradient: from production forests, which are regularly managed, to old natural forest reserves (without management for at least the last 50 years). For this purpose, 15 beech forest stands were selected, distributed from the Jura to the Prättigau. On each beech forest stand, 5 sample plots were equipped with insect traps (combi-traps and barber traps). This results in a total of 75 sample plots. The traps were running  from May to August in 2010 and 2011 and were regularly emptied (every 2 weeks). In parallel, numerous environmental factors were recorded on a horizontal area of 500 m2 around the traps.";"Google earth images";2010;2011;NA;"abundance";"Unpublished";NA;NA;NA
"164";"ta26";"vanklink_bees";"YES";"NA";"NA";"NA";"NA";"open acess dataset";"Caio distance decay";"YES";NA;"terrestrial";"insect";"invertebrate";"agriculture";"agriculture";"Twelve study areas, spaced between 5 and 195 km apart, were selected on the Swiss Plateau, the lowland region situated between the Jura Mountains and the Alps. These sites represent a typical example of the Western-/Central-European agricultural landscape, where high-intensity agriculture (about 70% of the matrix) is interspersed with human settlements, industry, infrastructure, and forest stands. In each study area, three meadows with a minimum size of 0.3 ha (mean 0.8 ha, maximum 1.7 ha), located within a radius of 3.5 km and spaced at least 440 m apart, were selected for the experiment. All experimental meadows had been registered under the Swiss agri-environment scheme as “extensively managed hay meadows” since latest 2004. Under this scheme the first possible mowing date was 15 June, while neither fertilizer nor pesticide application was allowed. The elevation of the sites ranged from 390 to 826 m, annual precipitation from 845 to 1,148 mm, and mean annual temperature from 13.7° to 16.3°C. Appendices 1 and 2 in Buri et al. (2016) provide a map and the coordinates of the study sites, respectively.";"Google earth images and ref.";2015;2015;NA;"abundance";"Van Klink, R., Menz, M. H., Baur, H., Dosch, O., Kühne, I., Lischer, L., ... & Humbert, J. Y. (2019). Larval and phenological traits predict insect community response to mowing regime manipulations. Ecological Applications, 29(4), e01900.";NA;NA;NA
"165";"ta27";"vanklink_carabids";"YES";"NA";"NA";"NA";"NA";"open acess dataset";"Caio distance decay";"YES";NA;"terrestrial";"insect";"invertebrate";"agriculture";"agriculture";"Twelve study areas, spaced between 5 and 195 km apart, were selected on the Swiss Plateau, the lowland region situated between the Jura Mountains and the Alps. These sites represent a typical example of the Western-/Central-European agricultural landscape, where high-intensity agriculture (about 70% of the matrix) is interspersed with human settlements, industry, infrastructure, and forest stands. In each study area, three meadows with a minimum size of 0.3 ha (mean 0.8 ha, maximum 1.7 ha), located within a radius of 3.5 km and spaced at least 440 m apart, were selected for the experiment. All experimental meadows had been registered under the Swiss agri-environment scheme as “extensively managed hay meadows” since latest 2004. Under this scheme the first possible mowing date was 15 June, while neither fertilizer nor pesticide application was allowed. The elevation of the sites ranged from 390 to 826 m, annual precipitation from 845 to 1,148 mm, and mean annual temperature from 13.7° to 16.3°C. Appendices 1 and 2 in Buri et al. (2016) provide a map and the coordinates of the study sites, respectively.";"Google earth images and ref.";2015;2015;NA;"abundance";"Van Klink, R., Menz, M. H., Baur, H., Dosch, O., Kühne, I., Lischer, L., ... & Humbert, J. Y. (2019). Larval and phenological traits predict insect community response to mowing regime manipulations. Ecological Applications, 29(4), e01900.";NA;NA;NA
"166";"ta28";"vanklink_hoverflies";"YES";"NA";"NA";"NA";"NA";"open acess dataset";"Caio distance decay";"YES";NA;"terrestrial";"insect";"invertebrate";"agriculture";"agriculture";"Twelve study areas, spaced between 5 and 195 km apart, were selected on the Swiss Plateau, the lowland region situated between the Jura Mountains and the Alps. These sites represent a typical example of the Western-/Central-European agricultural landscape, where high-intensity agriculture (about 70% of the matrix) is interspersed with human settlements, industry, infrastructure, and forest stands. In each study area, three meadows with a minimum size of 0.3 ha (mean 0.8 ha, maximum 1.7 ha), located within a radius of 3.5 km and spaced at least 440 m apart, were selected for the experiment. All experimental meadows had been registered under the Swiss agri-environment scheme as “extensively managed hay meadows” since latest 2004. Under this scheme the first possible mowing date was 15 June, while neither fertilizer nor pesticide application was allowed. The elevation of the sites ranged from 390 to 826 m, annual precipitation from 845 to 1,148 mm, and mean annual temperature from 13.7° to 16.3°C. Appendices 1 and 2 in Buri et al. (2016) provide a map and the coordinates of the study sites, respectively.";"Google earth images and ref.";2015;2015;NA;"abundance";"Van Klink, R., Menz, M. H., Baur, H., Dosch, O., Kühne, I., Lischer, L., ... & Humbert, J. Y. (2019). Larval and phenological traits predict insect community response to mowing regime manipulations. Ecological Applications, 29(4), e01900.";NA;NA;NA
"167";"ta29";"vanklink_staphylinids";"YES";"NA";"NA";"NA";"NA";"open acess dataset";"Caio distance decay";"YES";NA;"terrestrial";"insect";"invertebrate";"agriculture";"agriculture";"Twelve study areas, spaced between 5 and 195 km apart, were selected on the Swiss Plateau, the lowland region situated between the Jura Mountains and the Alps. These sites represent a typical example of the Western-/Central-European agricultural landscape, where high-intensity agriculture (about 70% of the matrix) is interspersed with human settlements, industry, infrastructure, and forest stands. In each study area, three meadows with a minimum size of 0.3 ha (mean 0.8 ha, maximum 1.7 ha), located within a radius of 3.5 km and spaced at least 440 m apart, were selected for the experiment. All experimental meadows had been registered under the Swiss agri-environment scheme as “extensively managed hay meadows” since latest 2004. Under this scheme the first possible mowing date was 15 June, while neither fertilizer nor pesticide application was allowed. The elevation of the sites ranged from 390 to 826 m, annual precipitation from 845 to 1,148 mm, and mean annual temperature from 13.7° to 16.3°C. Appendices 1 and 2 in Buri et al. (2016) provide a map and the coordinates of the study sites, respectively.";"Google earth images and ref.";2015;2015;NA;"abundance";"Van Klink, R., Menz, M. H., Baur, H., Dosch, O., Kühne, I., Lischer, L., ... & Humbert, J. Y. (2019). Larval and phenological traits predict insect community response to mowing regime manipulations. Ecological Applications, 29(4), e01900.";NA;NA;NA
